id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,difficulty,cefr_level,toeic_level,frequency,synonyms,antonyms,word_family,collocations,phrasal_verbs,grammar_pattern,common_mistakes,usage_note,topic,mnemonic,mnemonic_type,memory_tip,is_common,stage,created_at,updated_at
,waste planning,phrasal verb,waste planning,,waste planning trong ngữ cảnh kinh doanh.,waste planning plays an important role in business.,Dịch: waste planning plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,waste planning = waste planning,True,4,,
,safety code,phrasal verb,safety code,,safety code trong ngữ cảnh kinh doanh.,safety code plays an important role in business.,Dịch: safety code plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,safety code = safety code,True,4,,
,environmental review,phrasal verb,environmental review,,environmental review trong ngữ cảnh kinh doanh.,environmental review plays an important role in business.,Dịch: environmental review plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,environmental review = environmental review,True,4,,
,local government,phrasal verb,local government,,local government trong ngữ cảnh kinh doanh.,local government plays an important role in business.,Dịch: local government plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,local government = local government,True,4,,
,environmental organization,phrasal verb,environmental organization,,environmental organization trong ngữ cảnh kinh doanh.,environmental organization plays an important role in business.,Dịch: environmental organization plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,environmental organization = environmental organization,True,4,,
,environmental scientist,phrasal verb,environmental scientist,,environmental scientist trong ngữ cảnh kinh doanh.,environmental scientist plays an important role in business.,Dịch: environmental scientist plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,environmental scientist = environmental scientist,True,4,,
,sustainability manager,phrasal verb,sustainability manager,,sustainability manager trong ngữ cảnh kinh doanh.,sustainability manager plays an important role in business.,Dịch: sustainability manager plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,sustainability manager = sustainability manager,True,4,,
,operations management,phrasal verb,operations management,,operations management trong ngữ cảnh kinh doanh.,operations management plays an important role in business.,Dịch: operations management plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,operations management = operations management,True,4,,
,replacement plan,phrasal verb,replacement plan,,replacement plan trong ngữ cảnh kinh doanh.,replacement plan plays an important role in business.,Dịch: replacement plan plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,replacement plan = replacement plan,True,4,,
,community benefit,phrasal verb,community benefit,,community benefit trong ngữ cảnh kinh doanh.,community benefit plays an important role in business.,Dịch: community benefit plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,community benefit = community benefit,True,4,,
,development impact,phrasal verb,development impact,,development impact trong ngữ cảnh kinh doanh.,development impact plays an important role in business.,Dịch: development impact plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,development impact = development impact,True,4,,
,pedestrian access,phrasal verb,pedestrian access,,pedestrian access trong ngữ cảnh kinh doanh.,pedestrian access plays an important role in business.,Dịch: pedestrian access plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,pedestrian access = pedestrian access,True,4,,
,inclusive design,phrasal verb,inclusive design,,inclusive design trong ngữ cảnh kinh doanh.,inclusive design plays an important role in business.,Dịch: inclusive design plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,inclusive design = inclusive design,True,4,,
,environmental safety,phrasal verb,environmental safety,,environmental safety trong ngữ cảnh kinh doanh.,environmental safety plays an important role in business.,Dịch: environmental safety plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,environmental safety = environmental safety,True,4,,
,emergency preparedness,phrasal verb,emergency preparedness,,emergency preparedness trong ngữ cảnh kinh doanh.,emergency preparedness plays an important role in business.,Dịch: emergency preparedness plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,emergency preparedness = emergency preparedness,True,4,,
,backup generator,phrasal verb,backup generator,,backup generator trong ngữ cảnh kinh doanh.,backup generator plays an important role in business.,Dịch: backup generator plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,backup generator = backup generator,True,4,,
,service upgrade,phrasal verb,service upgrade,,service upgrade trong ngữ cảnh kinh doanh.,service upgrade plays an important role in business.,Dịch: service upgrade plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Sales & Marketing,,,service upgrade = service upgrade,True,4,,
,excavation,noun,excavation,,excavation trong ngữ cảnh kinh doanh.,The excavation is important for business operations.,Dịch: The excavation is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,excavation = excavation,True,3,,
,detour,noun,detour,,detour trong ngữ cảnh kinh doanh.,The detour is important for business operations.,Dịch: The detour is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,detour = detour,True,1,,
,construction barrier,phrasal verb,construction barrier,,construction barrier trong ngữ cảnh kinh doanh.,construction barrier plays an important role in business.,Dịch: construction barrier plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,construction barrier = construction barrier,True,4,,
,protective wall,phrasal verb,protective wall,,protective wall trong ngữ cảnh kinh doanh.,protective wall plays an important role in business.,Dịch: protective wall plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,protective wall = protective wall,True,4,,
,outdoor lighting,phrasal verb,outdoor lighting,,outdoor lighting trong ngữ cảnh kinh doanh.,outdoor lighting plays an important role in business.,Dịch: outdoor lighting plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,outdoor lighting = outdoor lighting,True,4,,
,underground utility,phrasal verb,underground utility,,underground utility trong ngữ cảnh kinh doanh.,underground utility plays an important role in business.,Dịch: underground utility plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,underground utility = underground utility,True,4,,
,utility tunnel,phrasal verb,utility tunnel,,utility tunnel trong ngữ cảnh kinh doanh.,utility tunnel plays an important role in business.,Dịch: utility tunnel plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,utility tunnel = utility tunnel,True,4,,
,pedestrian tunnel,phrasal verb,pedestrian tunnel,,pedestrian tunnel trong ngữ cảnh kinh doanh.,pedestrian tunnel plays an important role in business.,Dịch: pedestrian tunnel plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,pedestrian tunnel = pedestrian tunnel,True,4,,
,elevated railway,phrasal verb,elevated railway,,elevated railway trong ngữ cảnh kinh doanh.,elevated railway plays an important role in business.,Dịch: elevated railway plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,elevated railway = elevated railway,True,4,,
,railway network,phrasal verb,railway network,,railway network trong ngữ cảnh kinh doanh.,railway network plays an important role in business.,Dịch: railway network plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,railway network = railway network,True,4,,
,tram,noun,tram,,tram trong ngữ cảnh kinh doanh.,The tram is important for business operations.,Dịch: The tram is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,tram = tram,True,1,,
,car-free zone,phrasal verb,car-free zone,,car-free zone trong ngữ cảnh kinh doanh.,car-free zone plays an important role in business.,Dịch: car-free zone plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,car-free zone = car-free zone,True,4,,
,delivery network,phrasal verb,delivery network,,delivery network trong ngữ cảnh kinh doanh.,delivery network plays an important role in business.,Dịch: delivery network plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,delivery network = delivery network,True,4,,
,loading dock,phrasal verb,loading dock,,loading dock trong ngữ cảnh kinh doanh.,loading dock plays an important role in business.,Dịch: loading dock plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,loading dock = loading dock,True,4,,
,air traffic control,phrasal verb,air traffic control,,air traffic control trong ngữ cảnh kinh doanh.,air traffic control plays an important role in business.,Dịch: air traffic control plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,air traffic control = air traffic control,True,4,,
,shipping lane,phrasal verb,shipping lane,,shipping lane trong ngữ cảnh kinh doanh.,shipping lane plays an important role in business.,Dịch: shipping lane plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,shipping lane = shipping lane,True,4,,
,delivery vehicle,phrasal verb,delivery vehicle,,delivery vehicle trong ngữ cảnh kinh doanh.,delivery vehicle plays an important role in business.,Dịch: delivery vehicle plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,delivery vehicle = delivery vehicle,True,4,,
,water network,phrasal verb,water network,,water network trong ngữ cảnh kinh doanh.,water network plays an important role in business.,Dịch: water network plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,water network = water network,True,4,,
,urban infrastructure,phrasal verb,urban infrastructure,,urban infrastructure trong ngữ cảnh kinh doanh.,urban infrastructure plays an important role in business.,Dịch: urban infrastructure plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,urban infrastructure = urban infrastructure,True,4,,
,greenhouse effect,phrasal verb,greenhouse effect,,greenhouse effect trong ngữ cảnh kinh doanh.,greenhouse effect plays an important role in business.,Dịch: greenhouse effect plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,greenhouse effect = greenhouse effect,True,4,,
,emission,noun,emission,,emission trong ngữ cảnh kinh doanh.,The emission is important for business operations.,Dịch: The emission is important for business operations.,,,medium,B2,600,50,[],[],[],[],[],Common usage,,,General Business Operations,,,emission = emission,True,2,,
,noise pollution,phrasal verb,noise pollution,,noise pollution trong ngữ cảnh kinh doanh.,noise pollution plays an important role in business.,Dịch: noise pollution plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,noise pollution = noise pollution,True,4,,
,debris,noun,debris,,debris trong ngữ cảnh kinh doanh.,The debris is important for business operations.,Dịch: The debris is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,debris = debris,True,1,,
,plastic waste,phrasal verb,plastic waste,,plastic waste trong ngữ cảnh kinh doanh.,plastic waste plays an important role in business.,Dịch: plastic waste plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,plastic waste = plastic waste,True,4,,
,wastewater treatment,phrasal verb,wastewater treatment,,wastewater treatment trong ngữ cảnh kinh doanh.,wastewater treatment plays an important role in business.,Dịch: wastewater treatment plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,wastewater treatment = wastewater treatment,True,4,,
,freshwater,noun,freshwater,,freshwater trong ngữ cảnh kinh doanh.,The freshwater is important for business operations.,Dịch: The freshwater is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,freshwater = freshwater,True,3,,
,stormwater,noun,stormwater,,stormwater trong ngữ cảnh kinh doanh.,The stormwater is important for business operations.,Dịch: The stormwater is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,stormwater = stormwater,True,3,,
,river basin,phrasal verb,river basin,,river basin trong ngữ cảnh kinh doanh.,river basin plays an important role in business.,Dịch: river basin plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,river basin = river basin,True,4,,
,pond,noun,pond,,pond trong ngữ cảnh kinh doanh.,The pond is important for business operations.,Dịch: The pond is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,pond = pond,True,1,,
,shoreline,noun,shoreline,,shoreline trong ngữ cảnh kinh doanh.,The shoreline is important for business operations.,Dịch: The shoreline is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,shoreline = shoreline,True,3,,
,marine ecosystem,phrasal verb,marine ecosystem,,marine ecosystem trong ngữ cảnh kinh doanh.,marine ecosystem plays an important role in business.,Dịch: marine ecosystem plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,marine ecosystem = marine ecosystem,True,4,,
,mangrove,noun,mangrove,,mangrove trong ngữ cảnh kinh doanh.,The mangrove is important for business operations.,Dịch: The mangrove is important for business operations.,,,medium,B2,600,50,[],[],[],[],[],Common usage,,,General Business Operations,,,mangrove = mangrove,True,2,,
,hill,noun,hill,,hill trong ngữ cảnh kinh doanh.,The hill is important for business operations.,Dịch: The hill is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,hill = hill,True,1,,
,soil erosion,phrasal verb,soil erosion,,soil erosion trong ngữ cảnh kinh doanh.,soil erosion plays an important role in business.,Dịch: soil erosion plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,soil erosion = soil erosion,True,4,,
,afforestation,noun,afforestation,,afforestation trong ngữ cảnh kinh doanh.,The afforestation is important for business operations.,Dịch: The afforestation is important for business operations.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,afforestation = afforestation,True,4,,
,wildlife,noun,wildlife,,wildlife trong ngữ cảnh kinh doanh.,The wildlife is important for business operations.,Dịch: The wildlife is important for business operations.,,,medium,B2,600,50,[],[],[],[],[],Common usage,,,General Business Operations,,,wildlife = wildlife,True,2,,
,invasive species,phrasal verb,invasive species,,invasive species trong ngữ cảnh kinh doanh.,invasive species plays an important role in business.,Dịch: invasive species plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,invasive species = invasive species,True,4,,
,conservation area,phrasal verb,conservation area,,conservation area trong ngữ cảnh kinh doanh.,conservation area plays an important role in business.,Dịch: conservation area plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,conservation area = conservation area,True,4,,
,conservation project,phrasal verb,conservation project,,conservation project trong ngữ cảnh kinh doanh.,conservation project plays an important role in business.,Dịch: conservation project plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,conservation project = conservation project,True,4,,
,hydropower,noun,hydropower,,hydropower trong ngữ cảnh kinh doanh.,The hydropower is important for business operations.,Dịch: The hydropower is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,hydropower = hydropower,True,3,,
,alternative energy,phrasal verb,alternative energy,,alternative energy trong ngữ cảnh kinh doanh.,alternative energy plays an important role in business.,Dịch: alternative energy plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,alternative energy = alternative energy,True,4,,
,power plant,phrasal verb,power plant,,power plant trong ngữ cảnh kinh doanh.,power plant plays an important role in business.,Dịch: power plant plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,power plant = power plant,True,4,,
,energy grid,phrasal verb,energy grid,,energy grid trong ngữ cảnh kinh doanh.,energy grid plays an important role in business.,Dịch: energy grid plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,energy grid = energy grid,True,4,,
,fuel efficiency,phrasal verb,fuel efficiency,,fuel efficiency trong ngữ cảnh kinh doanh.,fuel efficiency plays an important role in business.,Dịch: fuel efficiency plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,fuel efficiency = fuel efficiency,True,4,,
,natural gas,phrasal verb,natural gas,,natural gas trong ngữ cảnh kinh doanh.,natural gas plays an important role in business.,Dịch: natural gas plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,natural gas = natural gas,True,4,,
,biofuel,noun,biofuel,,biofuel trong ngữ cảnh kinh doanh.,The biofuel is important for business operations.,Dịch: The biofuel is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,biofuel = biofuel,True,1,,
,renewable resource,phrasal verb,renewable resource,,renewable resource trong ngữ cảnh kinh doanh.,renewable resource plays an important role in business.,Dịch: renewable resource plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,renewable resource = renewable resource,True,4,,
,land management,phrasal verb,land management,,land management trong ngữ cảnh kinh doanh.,land management plays an important role in business.,Dịch: land management plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,land management = land management,True,4,,
,climate monitoring,phrasal verb,climate monitoring,,climate monitoring trong ngữ cảnh kinh doanh.,climate monitoring plays an important role in business.,Dịch: climate monitoring plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,climate monitoring = climate monitoring,True,4,,
,wind speed,phrasal verb,wind speed,,wind speed trong ngữ cảnh kinh doanh.,wind speed plays an important role in business.,Dịch: wind speed plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,wind speed = wind speed,True,3,,
,weather data,phrasal verb,weather data,,weather data trong ngữ cảnh kinh doanh.,weather data plays an important role in business.,Dịch: weather data plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,weather data = weather data,True,4,,
,typhoon,noun,typhoon,,typhoon trong ngữ cảnh kinh doanh.,The typhoon is important for business operations.,Dịch: The typhoon is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,typhoon = typhoon,True,1,,
,volcanic eruption,phrasal verb,volcanic eruption,,volcanic eruption trong ngữ cảnh kinh doanh.,volcanic eruption plays an important role in business.,Dịch: volcanic eruption plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,volcanic eruption = volcanic eruption,True,4,,
,disaster area,phrasal verb,disaster area,,disaster area trong ngữ cảnh kinh doanh.,disaster area plays an important role in business.,Dịch: disaster area plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,disaster area = disaster area,True,4,,
,disaster resilience,phrasal verb,disaster resilience,,disaster resilience trong ngữ cảnh kinh doanh.,disaster resilience plays an important role in business.,Dịch: disaster resilience plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,disaster resilience = disaster resilience,True,4,,
,climate mitigation,phrasal verb,climate mitigation,,climate mitigation trong ngữ cảnh kinh doanh.,climate mitigation plays an important role in business.,Dịch: climate mitigation plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,climate mitigation = climate mitigation,True,4,,
,coastal protection,phrasal verb,coastal protection,,coastal protection trong ngữ cảnh kinh doanh.,coastal protection plays an important role in business.,Dịch: coastal protection plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,coastal protection = coastal protection,True,4,,
,flood barrier,phrasal verb,flood barrier,,flood barrier trong ngữ cảnh kinh doanh.,flood barrier plays an important role in business.,Dịch: flood barrier plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,flood barrier = flood barrier,True,4,,
,irrigation system,phrasal verb,irrigation system,,irrigation system trong ngữ cảnh kinh doanh.,irrigation system plays an important role in business.,Dịch: irrigation system plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,irrigation system = irrigation system,True,4,,
,water tank,phrasal verb,water tank,,water tank trong ngữ cảnh kinh doanh.,water tank plays an important role in business.,Dịch: water tank plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,water tank = water tank,True,3,,
,desalination,noun,desalination,,desalination trong ngữ cảnh kinh doanh.,The desalination is important for business operations.,Dịch: The desalination is important for business operations.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,desalination = desalination,True,4,,
,waterworks,noun,waterworks,,waterworks trong ngữ cảnh kinh doanh.,The waterworks is important for business operations.,Dịch: The waterworks is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,waterworks = waterworks,True,3,,
,pipeline,noun,pipeline,,pipeline trong ngữ cảnh kinh doanh.,The pipeline is important for business operations.,Dịch: The pipeline is important for business operations.,,,medium,B2,600,50,[],[],[],[],[],Common usage,,,Sales & Marketing,,,pipeline = pipeline,True,2,,
,oil pipeline,phrasal verb,oil pipeline,,oil pipeline trong ngữ cảnh kinh doanh.,oil pipeline plays an important role in business.,Dịch: oil pipeline plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Sales & Marketing,,,oil pipeline = oil pipeline,True,4,,
,internet infrastructure,phrasal verb,internet infrastructure,,internet infrastructure trong ngữ cảnh kinh doanh.,internet infrastructure plays an important role in business.,Dịch: internet infrastructure plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,internet infrastructure = internet infrastructure,True,4,,
,technology infrastructure,phrasal verb,technology infrastructure,,technology infrastructure trong ngữ cảnh kinh doanh.,technology infrastructure plays an important role in business.,Dịch: technology infrastructure plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,technology infrastructure = technology infrastructure,True,4,,
,freeway,noun,freeway,,freeway trong ngữ cảnh kinh doanh.,The freeway is important for business operations.,Dịch: The freeway is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,freeway = freeway,True,1,,
,underpass,noun,underpass,,underpass trong ngữ cảnh kinh doanh.,The underpass is important for business operations.,Dịch: The underpass is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,underpass = underpass,True,3,,
,suspension bridge,phrasal verb,suspension bridge,,suspension bridge trong ngữ cảnh kinh doanh.,suspension bridge plays an important role in business.,Dịch: suspension bridge plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,suspension bridge = suspension bridge,True,4,,
,pedestrian path,phrasal verb,pedestrian path,,pedestrian path trong ngữ cảnh kinh doanh.,pedestrian path plays an important role in business.,Dịch: pedestrian path plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,pedestrian path = pedestrian path,True,4,,
,public space,phrasal verb,public space,,public space trong ngữ cảnh kinh doanh.,public space plays an important role in business.,Dịch: public space plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,public space = public space,True,4,,
,traffic jam,phrasal verb,traffic jam,,traffic jam trong ngữ cảnh kinh doanh.,traffic jam plays an important role in business.,Dịch: traffic jam plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,traffic jam = traffic jam,True,4,,
,lane marking,phrasal verb,lane marking,,lane marking trong ngữ cảnh kinh doanh.,lane marking plays an important role in business.,Dịch: lane marking plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,lane marking = lane marking,True,4,,
,bus network,phrasal verb,bus network,,bus network trong ngữ cảnh kinh doanh.,bus network plays an important role in business.,Dịch: bus network plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,bus network = bus network,True,4,,
,transportation hub,phrasal verb,transportation hub,,transportation hub trong ngữ cảnh kinh doanh.,transportation hub plays an important role in business.,Dịch: transportation hub plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,transportation hub = transportation hub,True,4,,
,taxiway,noun,taxiway,,taxiway trong ngữ cảnh kinh doanh.,The taxiway is important for business operations.,Dịch: The taxiway is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,Finance & Banking,,,taxiway = taxiway,True,1,,
,logistics hub,phrasal verb,logistics hub,,logistics hub trong ngữ cảnh kinh doanh.,logistics hub plays an important role in business.,Dịch: logistics hub plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,logistics hub = logistics hub,True,4,,
,business park,phrasal verb,business park,,business park trong ngữ cảnh kinh doanh.,business park plays an important role in business.,Dịch: business park plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,business park = business park,True,4,,
,redevelopment,noun,redevelopment,,redevelopment trong ngữ cảnh kinh doanh.,The redevelopment is important for business operations.,Dịch: The redevelopment is important for business operations.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,redevelopment = redevelopment,True,4,,
,rural infrastructure,phrasal verb,rural infrastructure,,rural infrastructure trong ngữ cảnh kinh doanh.,rural infrastructure plays an important role in business.,Dịch: rural infrastructure plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,rural infrastructure = rural infrastructure,True,4,,
,communication infrastructure,phrasal verb,communication infrastructure,,communication infrastructure trong ngữ cảnh kinh doanh.,communication infrastructure plays an important role in business.,Dịch: communication infrastructure plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,communication infrastructure = communication infrastructure,True,4,,
,municipal building,phrasal verb,municipal building,,municipal building trong ngữ cảnh kinh doanh.,municipal building plays an important role in business.,Dịch: municipal building plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,municipal building = municipal building,True,4,,
,public garden,phrasal verb,public garden,,public garden trong ngữ cảnh kinh doanh.,public garden plays an important role in business.,Dịch: public garden plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,public garden = public garden,True,4,,
,public square,phrasal verb,public square,,public square trong ngữ cảnh kinh doanh.,public square plays an important role in business.,Dịch: public square plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,public square = public square,True,4,,
,commercial district,phrasal verb,commercial district,,commercial district trong ngữ cảnh kinh doanh.,commercial district plays an important role in business.,Dịch: commercial district plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,commercial district = commercial district,True,4,,
,municipality,noun,municipality,,municipality trong ngữ cảnh kinh doanh.,The municipality is important for business operations.,Dịch: The municipality is important for business operations.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,municipality = municipality,True,4,,
,population,noun,population,,population trong ngữ cảnh kinh doanh.,The population is important for business operations.,Dịch: The population is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,population = population,True,3,,
,building project,phrasal verb,building project,,building project trong ngữ cảnh kinh doanh.,building project plays an important role in business.,Dịch: building project plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,building project = building project,True,4,,
,construction engineering,phrasal verb,construction engineering,,construction engineering trong ngữ cảnh kinh doanh.,construction engineering plays an important role in business.,Dịch: construction engineering plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,construction engineering = construction engineering,True,4,,
,site manager,phrasal verb,site manager,,site manager trong ngữ cảnh kinh doanh.,site manager plays an important role in business.,Dịch: site manager plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,site manager = site manager,True,4,,
,design plan,phrasal verb,design plan,,design plan trong ngữ cảnh kinh doanh.,design plan plays an important role in business.,Dịch: design plan plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,design plan = design plan,True,4,,
