id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,topic,topic_url,created_at
545,detail,v.,"Chi tiết, tỉ mỉ",/'di:teil/,to give a list of facts or all the available information,Give me more details of the plan.,Hãy cho tôi biết thêm chi tiết của kế hoạch.,https://audio.tflat.vn/data/cache/images/300x225/d/e/detail2.png,https://audio.tflat.vn/audio/d/e/detail.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
546,forecast,v.,"Dự báo, dự đoán, đoán trước",/fɔ:'kɑ:st/,to predict or to estimate (a future event or trend),Analysts forecast a strong economic outlook.,Các nhà phân tích dự báo một viễn cảnh kinh tế sung sức.,https://audio.tflat.vn/data/cache/images/300x225/f/o/forecast1.png,https://audio.tflat.vn/audio/f/o/forecast.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
634,incentive,noun,khuyến khích,/ɪnˈsentɪv/,something motivating,Employees received performance incentives.,Nhân viên nhận được khoản khuyến khích.,,,Human Resources,,2026-07-24 17:36:44.573617
635,invoice,noun,hóa đơn,/ˈɪnvɔɪs/,a bill for goods or services,Please pay the invoice promptly.,Vui lòng thanh toán hóa đơn đúng hạn.,,,Finance,,2026-07-24 17:36:44.573617
547,level,n.,"Cấp, cấp bậc, trình độ",/'levl/,the amount of something that exists in a particular situation at a particular time,We have never had an accountant work at such a sophisticated level before.,Trước đây chúng tôi không bao giờ có một nhân viên kế toán làm với trình độ tinh vi đến thế.,https://audio.tflat.vn/data/cache/images/300x225/l/e/level1.png,https://audio.tflat.vn/audio/l/e/level.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
548,overall,adj.,"Toàn bộ, toàn thể, tất cả; nói chung",/'ouvərɔ:l/,general,The person with overall responsibility for the project.,Người chịu trách nhiệm toàn bộ cho dự án.,https://audio.tflat.vn/data/cache/images/300x225/o/v/overall1.png,https://audio.tflat.vn/audio/o/v/overall.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
549,perspective,n.,"Góc nhìn, khía cạnh",/pə'spektiv/,a way of thinking about something,Parents and children usually see things from different perspectives.,"Cha mẹ và con cái thường quan sát sự vật, sự việc từ góc nhìn khác nhau.",https://audio.tflat.vn/data/images_example/300x225/p/a/parents_an_ex1_580de47b7f8b9a84688b45c0.jpg,https://audio.tflat.vn/audio/p/e/perspective.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
550,project,v.,"Kế hoạch, đồ án, dự án",/ˈprɒdʒekt/,"to plan an activity, a project etc, for a time in the future",The director projects that the company will need to hire ten new employees his year.,Người giám đốc lập kế hoạch là công ty sẽ cần phải thuê 10 nhân viên mới trong năm nay.,https://audio.tflat.vn/data/cache/images/300x225/p/r/project2.png,https://audio.tflat.vn/audio/p/r/project.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
551,realistic,adj.,"Hiện thực, thực tế",/riə'listik/,accepting in a sensible way what it is actually possible to do or achieve in a particular situation,Stefano found that an accurate accounting gave him a realistic idea of his business's financial direction.,Stefano thấy rằng công việc kế toán chính xác đã cho anh một ý niệm thực tế về việc quản trị tài chính trong công việc của mình.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_realis_ex2_56248d157f8b9a040dc66024.jpg,https://audio.tflat.vn/audio/r/e/realistic.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
552,target,n.,"Mục tiêu, mục đích",/'tɑ:git/,an aim,The airport terminal was the target of a bomb.,Trạm đến sân bay là mục tiêu của quả bom.,https://audio.tflat.vn/data/cache/images/300x225/t/a/target2.png,https://audio.tflat.vn/audio/t/a/target.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
553,translation,n.,"Bản dịch, bài dịch",/træns'leiʃn/,the process of changing something that is written or spoken into another language.,The translation of the statement from Japanese into English was very helpful.,Bản dịch báo cáo từ tiếng Nhật sang tiếng Anh là rất có ích.,https://audio.tflat.vn/data/cache/images/300x225/t/r/translation2.png,https://audio.tflat.vn/audio/t/r/translation.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
554,typically,adv.,"Tiêu biểu, điển hình",/ˈtɪpɪkli/,used to say that something usually happens in the way that you are stating,"Office expenses typically include such things as salaries, rent, and office supplies.","Các chi phí văn phòng bao gồm tiêu biểu những thứ như là: tiền lương, tiền thuê và đồ dùng dự trữ văn phòng.",https://audio.tflat.vn/data/cache/images/300x225/t/y/typically1.png,https://audio.tflat.vn/audio/t/y/typically.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
555,yield,v.,Sinh lợi,/jiːld/,"the total amount of crops, profits",The company's investment yielded high returns.,Việc đầu tư của công ty đã mang lại tiền lãi cao hơn.,https://audio.tflat.vn/data/cache/images/300x225/y/i/yield2.png,https://audio.tflat.vn/audio/y/i/yield.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements,2026-07-24 17:22:34.132489
556,appeal,n.,"Sức hấp dẫn, lôi cuốn",/əˈpiːl/,the ability to attract,A restaurant with good food and reasonable prices has a lot of appeal.,Một nhà hàng có thức ăn ngon và giá cả phải chăng có sức hút rất mạnh.,https://audio.tflat.vn/data/images_example/300x225/a/_/a_restaura_ex1_56248d127f8b9a020d261a00.jpg,https://audio.tflat.vn/audio/a/p/appeal.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
557,arrive,v.,Đến,/ə'raiv/,to reach a destination,What time do you arrive at the airport?,"Khi nào bạn đến sân bay?
",https://audio.tflat.vn/data/cache/images/300x225/a/r/arrive1.jpeg,https://audio.tflat.vn/audio/a/r/arrive.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
558,compromise,n.,Sự thoả hiệp,/'kɔmprəmaiz/,an agreement made between two people or groups in which each side gives up some of the things they want so that both sides are happy at the end,After lengthy talks the two sides finally reached a compromise.,Sau cuộc đàm phán kéo dài hai bên cuối cùng đã đạt đến một thỏa hiệp.,https://audio.tflat.vn/data/cache/images/300x225/c/o/compromise2.jpg,https://audio.tflat.vn/audio/c/o/compromise.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
559,daringly,adv.,"Táo bạo, cả gan, phiêu lưu, dũng cảm (bravely)",/ˈdeərɪŋli/,brave; willing to do dangerous,We daringly ordered the raw squid.,Chúng tôi cả gan gọi món mực sống.,https://audio.tflat.vn/data/images_example/300x225/w/e/we_daringl_ex1_580ec4a47f8b9a0e898b4567.jpg,https://audio.tflat.vn/audio/d/a/daringly.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
560,familiar,adj.,"Quen thuộc, thông thường",/fə'miljə/,well known to you,It's nice to see some familiar items on the menu.,Thật là hay khi thấy vài món ăn quen thuộc trong thực đơn.,https://audio.tflat.vn/data/cache/images/300x225/f/a/familiar2.jpg,https://audio.tflat.vn/audio/f/a/familiar.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
561,guide,n.,"Hướng dẫn viên, sách hướng dẫn",/gaɪd/,a person who shows other people the way to a place,"I don't know where to go, so why don't we consult the guide.","Tôi không biết đi đâu, vậy thì sao chúng ta không hỏi ý kiến hướng dẫn viên.",https://audio.tflat.vn/data/cache/images/300x225/g/u/guide1.png,https://audio.tflat.vn/audio/g/u/guide.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
562,majority,n.,"Phần lớn, đa số",/mə'dʤɔriti/,the largest part of a group of people or things,The majority of the group wanted to try the new Chinese restaurant.,Phần lớn nhóm muốn đi ăn thử ở nhà hàng Trung Quốc mới.,https://audio.tflat.vn/data/cache/images/300x225/m/a/majority1.png,https://audio.tflat.vn/audio/m/a/majority.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
563,mix,"n,v.","(n.) hỗn hợp; (v.) hợp vào, trộn lẫn",/miks/,"if two or more substances mix or you mix them, they combine, usually in a way that means they cannot easily be separated",The mix of bright colors on the plate was very pleasing.,Sự pha trộn các màu sáng ở trên đĩa thì rất thú vị.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_mix_of_ex1_56248d167f8b9a040dc660ec.jpg,https://audio.tflat.vn/audio/m/i/mix.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
564,rely,v.,"Dựa vào, tin cậy",/ri'lai/,to need or depend on someone or something,I seldom rely on the restaurant reviews in the paper when choosing a restaurant.,Tôi hiếm khi tin vào bài đánh giá nhà hàng ở trên báo mỗi khi chọn lựa một nhà hàng.,https://audio.tflat.vn/data/cache/images/300x225/r/e/rely1.png,https://audio.tflat.vn/audio/r/e/rely.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
565,secure,adj.,"Chắc chắn, an toàn",/sɪˈkjʊər/,,At last they were able to feel secure about the future.,"Cuối cùng, họ đã có thể cảm thấy chắc chắn về tương lai.",https://audio.tflat.vn/data/images_example/300x225/a/t/at_last_th_ex2_587727aa7f8b9a01308b4617.jpg,https://audio.tflat.vn/audio/s/e/secure.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
566,subjective,adj.,Chủ quan,/səb'dʤektiv/,"based on your own ideas or opinions rather than facts, and therefore sometimes unfair","The reviews in this guidebook are highly subjective, but fun to read.","Những bài đánh giá trong sách hướng dẫn này rất là chủ quan, nhưng đọc cũng vui.",https://audio.tflat.vn/data/cache/images/300x225/s/u/subjective1.jpg,https://audio.tflat.vn/audio/s/u/subjective.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
567,suggestion,n.,"Lời đề nghị, sự gợi ý",/səˈdʒestʃən/,an idea or a plan that you mention for someone else to think about,Thank you so much for your suggestion.,Cảm ơn bạn rất nhiều về đề nghị của bạn.,https://audio.tflat.vn/data/cache/images/300x225/s/u/suggestion1.jpg,https://audio.tflat.vn/audio/s/u/suggestion.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant,2026-07-24 17:22:34.132489
568,adjustment,n.,"Điều chỉnh, chỉnh lý",/ə'dʤʌstmənt/,a small change made to something in order to correct or improve it,I've made a few adjustments to the design.,Tôi đã thực hiện một vài điều chỉnh để thiết kế.,https://audio.tflat.vn/data/cache/images/300x225/a/d/adjustment1.png,https://audio.tflat.vn/audio/a/d/adjustment.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
569,automatically,adv.,‹một cách› tự động,/ˌɔːtəˈmætɪkli/,having controls that work without needing a person to operate them,The door opens automatically.,Cửa mở một cách tự động.,https://audio.tflat.vn/data/cache/images/300x225/a/u/automatically1.jpg,https://audio.tflat.vn/audio/a/u/automatically.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
570,crucial,adj.,"Cốt yếu, chủ yếu, có tính quyết định",/'kru:ʃjəl/,"extremely important, because it will affect other things",Inventory is a crucial process and must be taken seriously by all staff.,Kiểm kê là một quá trình cốt yếu và phải được thực hiện nghiêm túc bởi mọi nhân viên.,https://audio.tflat.vn/data/cache/images/300x225/c/r/crucial1.png,https://audio.tflat.vn/audio/c/r/crucial.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
571,discrepancy,n.,"‹sự› khác nhau, trái ngược nhau",/dis'krepənsi/,a difference between two or more things that should be the same,We easily explained the discrepancy between the two destiny.,Chúng tôi dễ dàng giải thích sự khác nhau giữa 2 số phận. ,https://audio.tflat.vn/data/cache/images/300x225/d/i/discrepancy1.jpg,https://audio.tflat.vn/audio/d/i/discrepancy.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
572,disturb,v.,"Quấy rầy, làm phiền",/dis'tə:b/,to interrupt somebody when they are trying to work,Let's see how many products we can count in advance of inventory so we disturb fewer customers.,Hãy xem có bao nhiêu sản phẩm chúng ta có thể đếm trước khi kiểm kê để cho chúng ta làm phiền khách hàng ít hơn.,https://audio.tflat.vn/data/cache/images/300x225/d/i/disturb1.png,https://audio.tflat.vn/audio/d/i/disturb.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
573,liability,n.,"Nguy cơ, điều gây khó khăn trở ngại","/,laiə'biliti/",the state of being legally responsible for something,The slippery steps were a terrible liability for the store.,Những bậc thềm trơn trượt là một nguy cơ tệ hại cho cửa hàng.,https://audio.tflat.vn/data/cache/images/300x225/l/i/liability1.png,https://audio.tflat.vn/audio/l/i/liability.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
574,reflection,n.,"‹sự› phản chiếu, phản xạ, hình ảnh",/rɪˈflekʃn/,a sign that shows the state or nature of something,She saw her reflection in the mirror.,Cô ấy nhìn ảnh của mình ở trong gương.,https://audio.tflat.vn/data/cache/images/300x225/r/e/reflection2.jpg,https://audio.tflat.vn/audio/r/e/reflection.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
575,run,v.,"Chạy, vận hành",/rʌn/,to operate or function,"As long as the computer is running, you can keep adding new data.","Trong khi máy tính đang chạy, bạn có thể thực hiện việc bổ sung thêm dữ liệu mới.",https://audio.tflat.vn/data/cache/images/300x225/r/u/run1.png,https://audio.tflat.vn/audio/r/u/run.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
576,scan,v.,"Xem lướt, xem qua",/skæn/,"to look at every part of something carefully, especially because you are looking for a particular thing or person",He scanned through the newspaper over breakfast.,Anh ấy đã xem qua tờ báo trong lúc ăn sáng.,https://audio.tflat.vn/data/images_example/300x225/h/e/he_scanned_ex1_56248d157f8b9a040dc65f84.png,https://audio.tflat.vn/audio/s/c/scan.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
577,subtract,v.,"Trừ đi, khấu trừ; loại ra, lấy ra khỏi",/səb'trækt/,to take a number or an amount away from another number or amount,6 subtracted from 9 is 3.,9 trừ 6 được 3.,https://audio.tflat.vn/data/cache/images/300x225/s/u/subtract1.png,https://audio.tflat.vn/audio/s/u/subtract.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
578,tedious,adj.,"Chán ngắt, tẻ nhạt, nhạt nhẽo, buồn tẻ",/'ti:djəs/,lasting or taking too long and not interesting,Counting merchandise all weekend is the most tedious job I can imagine.,Kiểm đếm hàng suốt kỳ nghỉ cuối tuần là một công việc tẻ nhạt nhất tôi có thể hình dung.,https://audio.tflat.vn/data/cache/images/300x225/t/e/tedious1.png,https://audio.tflat.vn/audio/t/e/tedious.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
636,logistics,noun,hậu cần,/ləˈdʒɪstɪks/,management of transportation,Logistics costs increased this year.,Chi phí hậu cần tăng trong năm nay.,,,Logistics,,2026-07-24 17:36:44.573617
579,verify,v.,"Kiểm tra lại, thẩm tra, xác minh",/'verifai/,to check that something is true or accurate,We have no way of verifying his story.,Chúng tôi không có cách nào để xác minh câu chuyện của anh ấy.,https://audio.tflat.vn/data/cache/images/300x225/v/e/verify1.png,https://audio.tflat.vn/audio/v/e/verify.mp3,Inventory,https://tienganhtflat.com/blog/toeic-words-inventory,2026-07-24 17:22:34.132489
580,consult,v.,"Tham khảo, hỏi ý kiến, quan tâm",/kən'sʌlt/,to go to someone for information or advice,"If the pain continues, consult your doctor.","Nếu cơn đau vẫn tiếp tục, thì bạn tham khảo ý kiến bác sĩ của bạn.",https://audio.tflat.vn/data/cache/images/300x225/c/o/consult1.png,https://audio.tflat.vn/audio/c/o/consult.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
581,control,v.,"Điều khiển, chỉ đạo",/kən'troul/,the ability to make someone or something do what you want,His every action is controlled by the manager.,Mọi hành động của anh ta đều do giám đốc chỉ đạo.,https://audio.tflat.vn/data/cache/images/300x225/c/o/control1.png,https://audio.tflat.vn/audio/c/o/control.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
582,convenient,adj.,Thuận tiện,/kənˈviːniənt/,"useful, easy, or quick to do; not causing problems",Living here is so convenient – everything I need is just 5 minutes away.,Sống ở đây thật thuận tiện – mọi thứ mình cần chỉ cách 5 phút.,https://audio.tflat.vn/data/cache/images/300x225/c/o/convenient1.jpg,https://audio.tflat.vn/audio/c/o/convenient.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
583,detect,v.,"Tìm ra, khám phá ra, nhận thấy",/di'tekt/,to discover something,The tests are designed to detect the disease early.,Các xét nghiệm này được thiết kế để phát hiện bệnh sớm.,https://audio.tflat.vn/data/cache/images/300x225/d/e/detect1.png,https://audio.tflat.vn/audio/d/e/detect.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
584,factor,n.,"Nhân tố, yếu tố",/'fæktə/,one of several things that cause or influence something,The result will depend on a number of different factors.,Kết quả sẽ phụ thuộc vào một số lượng những nhân tố khác nhau.,https://audio.tflat.vn/data/cache/images/300x225/f/a/factor1.png,https://audio.tflat.vn/audio/f/a/factor.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
585,interaction,n.,"‹sự› tương tác, ảnh hưởng lẫn nhau, tác động qua lại","/,intər'ækʃn/","communicate with somebody, especially while you work, play or spend time with them",My pharmacist was concerned about the interaction of the two medications I was prescribed.,Dược sĩ của tôi lo lắng về sự tương tác của 2 loại thuốc mà tôi được kê toa.,https://audio.tflat.vn/data/cache/images/300x225/i/n/interaction.jpg,https://audio.tflat.vn/audio/i/n/interaction.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
586,limit,n.,"Giới hạn, hết hạn dùng",/'limit/,a point at which something stops being possible or existing,We were reaching the limits of civilization.,Chúng tôi đã đạt đến giới hạn của nền văn minh.,https://audio.tflat.vn/data/cache/images/300x225/l/i/limit1.png,https://audio.tflat.vn/audio/l/i/limit.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
587,monitor,v.,"Quan sát, theo dõi",/'mɔnitə/,to watch and check something over a period of time,The patient had weekly appointments so that the doctor could monitor their progress.,Người bệnh có các cuộc hẹn hàng tuần để cho bác sĩ có thể theo dõi tiến triển của họ.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_patien_ex1_56248d177f8b9a040dc662d0.jpg,https://audio.tflat.vn/audio/m/o/monitor.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
588,potential,adj.,"Tiềm năng, tiềm tàng",/pəˈtenʃl/,that can develop into something or be developed in the future,They will select potential matches and help the two people meet face to face.,Họ sẽ chọn những người phù hợp có tiềm năng và giúp hai người gặp mặt trực tiếp.,https://audio.tflat.vn/data/cache/images/300x225/p/o/potential1.png,https://audio.tflat.vn/audio/p/o/potential.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
589,sample,n.,"Mẫu, mẫu vật",/ˈsæmpl/,a small amount of a substance taken from a larger amount and tested in order to obtain information about the substance,It is necessary to give the students some samples.,Việc cung cấp cho sinh viên một số mẫu là cần thiết.,https://audio.tflat.vn/data/cache/images/300x225/s/a/sample1.jpg,https://audio.tflat.vn/audio/s/a/sample.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
590,sense,n.,"Giác quan, tri giác, cảm giác",/sens/,a feeling about something important,How many senses do you have?,Bạn có bao nhiêu giác quan?,https://audio.tflat.vn/data/cache/images/300x225/s/e/sense1.png,https://audio.tflat.vn/audio/s/e/sense.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
591,volunteer,n.,"Người tình nguyện, tình nguyện viên",/ˌvɒlənˈtɪə(r)/,to offer to do something without being forced to do it,I've worked as a volunteer at a special school twice since I finished Grade 10.,Tôi đã làm tình nguyện viên ở một trường học đặc biệt hai lần kể từ khi tôi học xong lớp 10.,https://audio.tflat.vn/data/cache/images/300x225/v/o/volunteer1.png,https://audio.tflat.vn/audio/v/o/volunteer.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy,2026-07-24 17:22:34.132489
592,address,v.,"Nhằm vào, trình bày",/ə'dres/,a formal speech that is made in front of an audience,Marco's business plan addresses the needs of small business owners.,Kế hoạch kinh doanh của Marco nhằm vào nhu cầu của những chủ doanh nghiệp nhỏ.,https://audio.tflat.vn/data/images_example/300x225/m/a/marcos_bus_ex1_56248cf37f8b9af80c011d69.jpg,https://audio.tflat.vn/audio/a/d/address.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
593,avoid,v.,"Tránh, tránh khỏi; hủy bỏ, bác bỏ",/ə'vɔid/,to prevent something bad from happening,"To avoid going out of business, owners should prepare a proper business plan.","Nhằm tránh lụn bại việc làm ăn, những người chủ nên chuẩn bị một kế hoạch kinh doanh phù hợp.",https://audio.tflat.vn/data/cache/images/300x225/a/v/avoid1.png,https://audio.tflat.vn/audio/a/v/avoid.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
594,demonstrate,v.,"Bày tỏ, biểu lộ, cho thấy; chứng minh, giải thích",/'demənstreit/,to show something clearly by giving proof or evidence,Let me demonstrate to you some of the difficulties we are facing.,Hãy để tôi trình bày cho bạn một số khó khăn mà chúng ta đang phải đối mặt.,https://audio.tflat.vn/data/cache/images/300x225/d/e/demonstrate.jpg,https://audio.tflat.vn/audio/d/e/demonstrate.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
637,maintenance,noun,bảo trì,/ˈmeɪntənəns/,keeping equipment in good condition,Regular maintenance is required.,Cần bảo trì định kỳ.,,,Engineering,,2026-07-24 17:36:44.573617
595,develop,v.,Phát triển,/di'veləp/,"to gradually grow or become bigger, more advanced",This job can give you an opportunity to develop new skills.,Công việc này có thể cho bạn cơ hội phát triển các kỹ năng mới.,https://audio.tflat.vn/data/cache/images/300x225/d/e/develop1.jpg,https://audio.tflat.vn/audio/d/e/develop.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
596,evaluate,v.,"Đánh giá, định giá; ước lượng",/i'væljueit/,"to form an opinion of amount, value or quality of something",It's important to evaluate your competition when making a business plan.,Đánh giá sức cạnh tranh của bạn là việc quan trọng khi lập một kế hoạch kinh doanh.,https://audio.tflat.vn/data/cache/images/300x225/e/v/evaluate1.png,https://audio.tflat.vn/audio/e/v/evaluate.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
597,gather,v.,"Tập hợp, tụ thập, thu thập; kết luận, suy ra",/'gæðə/,"to come together, or bring people together",We gathered information for our plan from many sources.,Chúng tôi thu thập thông tin cho bản kế hoạch của mình từ nhiều nguồn.,https://audio.tflat.vn/data/cache/images/300x225/g/a/gather1.jpg,https://audio.tflat.vn/audio/g/a/gather.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
598,offer,n.,"Đề xuất, đề nghị, chào mời, chào hàng",/'ɔfə/,to say that you are willing to do something for somebody,Devon accepted our offer to write the business plan.,Devon đã chuấp thuận đề nghị của chúng tôi để viết một bản kế hoạch kinh doanh.,https://audio.tflat.vn/data/cache/images/300x225/o/f/offer1.png,https://audio.tflat.vn/audio/o/f/offer.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
599,primarily,adv.,"Trước hết, đầu tiên; chính, chủ yếu, quan trọng nhất",/'praimərili/,mainly,The developers are thinking primarily of how to enter the South American market.,Những nhà phát triển quan tâm nhất đến việc làm sao để xâm nhập thị trường Nam Mỹ.,https://audio.tflat.vn/data/cache/images/300x225/p/r/primarily1.jpg,https://audio.tflat.vn/audio/p/r/primarily.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
600,risk,n.,"Nguy cơ, sự nguy hiểm, sự rủi ro",/rɪsk/,the possibility of something bad happening at some time in the future,The primary risk for most start-up businesses is insufficient capital.,Nguy cơ lớn nhất đối với hầu hết các cuộc khởi nghiệp là thiếu vốn.,https://audio.tflat.vn/data/cache/images/300x225/r/i/risk1.png,https://audio.tflat.vn/audio/r/i/risk.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
601,strategy,n.,"Chiến lược, sự vạch kế hoạch hành động",/ˈstrætədʒi/,a plan that is intended to achieve a particular purpose,A business plan is a strategy for running a business and avoiding problems.,Một kế hoạch kinh doanh là một chiến lược để vận hành công việc và tránh các rắc rối.,https://audio.tflat.vn/data/cache/images/300x225/s/t/strategy1.jpg,https://audio.tflat.vn/audio/s/t/strategy.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
602,strong,adj.,"Khỏe, mạnh, tốt, bền, kiên cố; đanh thép, kiên quyết; sôi nổi, nhiệt tình...",/strɔɳ/,having a lot of physical power,That boy is very strong.,Cậu bé đó là rất mạnh mẽ.,https://audio.tflat.vn/data/cache/images/300x225/s/t/strong1.jpg,https://audio.tflat.vn/audio/s/t/strong.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
603,substitution,n.,"Sự đổi, sự thay thế","/,sʌbsti'tju:ʃn/",to take the place of somebody / something else,Your substitution of fake names for real ones makes the document seem insincere.,Việc anh lấy tên giả thay cho tên thật khiến cho tài liệu có vẻ như không thành thật.,https://audio.tflat.vn/data/cache/images/300x225/s/u/substitution.jpg,https://audio.tflat.vn/audio/s/u/substitution.mp3,Business Planning,https://tienganhtflat.com/blog/toeic-words-business-planning,2026-07-24 17:22:34.132489
604,achievement,n.,"Thành tích, thành tựu",/ə'tʃi:vmənt/,"a thing that somebody has done successfully, especially using their own effort and skill",He has gained a lot of achievements in the last year.,Anh ấy đã đạt được khá nhiều thành tích trong năm vừa qua.,https://audio.tflat.vn/data/cache/images/300x225/a/c/achievement1.png,https://audio.tflat.vn/audio/a/c/achievement.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
