id,group_id,question_number,question_text,correct_answer,explanation,display_order
15927,8218,127,The project timeline 2366 requires proper verb tenses usage.,C,verb tenses,1
15928,8219,128,The team collaboration 2367 requires proper articles usage.,C,articles,1
15929,8220,129,The budget allocation 2368 requires proper pronouns usage.,A,pronouns,1
15930,8221,130,The resource management 2369 requires proper conjunctions usage.,A,conjunctions,1
15931,8222,131,Blank 1 in email 312,D,concerns,1
15932,8222,132,Blank 2 in email 312,D,review,2
15933,8222,133,Blank 3 in email 312,C,respond,3
15934,8222,134,Blank 4 in email 312,C,accordingly,4
15935,8223,135,Blank 1 in memo 313,D,concerns,1
15936,8223,136,Blank 2 in memo 313,B,review,2
15937,8223,137,Blank 3 in memo 313,D,respond,3
15938,8223,138,Blank 4 in memo 313,C,accordingly,4
15939,8224,139,Blank 1 in notice 314,B,concerns,1
15940,8224,140,Blank 2 in notice 314,A,review,2
15941,8224,141,Blank 3 in notice 314,B,respond,3
15942,8224,142,Blank 4 in notice 314,D,accordingly,4
15943,8225,143,Blank 1 in training 315,C,concerns,1
15944,8225,144,Blank 2 in training 315,B,review,2
15945,8225,145,Blank 3 in training 315,B,respond,3
15946,8225,146,Blank 4 in training 315,A,accordingly,4
15947,8226,147,What is this email about?,C,The regarding the project deadline,1
15948,8226,148,Who sent this email?,C,Company Name,2
15949,8226,149,What should the reader do?,A,Read carefully,3
15950,8226,150,What is this email about?,D,The regarding the project deadline,4
15951,8227,151,What is this notice about?,B,The about the client meeting,1
15952,8227,152,Who sent this notice?,C,Company Name,2
15953,8227,153,What should the reader do?,D,Read carefully,3
15954,8228,154,What is this advertisement about?,B,The concerning the budget approval,1
15955,8228,155,Who sent this advertisement?,D,Company Name,2
15956,8228,156,What should the reader do?,B,Read carefully,3
15957,8228,157,What is this advertisement about?,A,The concerning the budget approval,4
15958,8229,158,What is this schedule about?,C,The regarding the schedule change,1
15959,8229,159,Who sent this schedule?,A,Company Name,2
15960,8229,160,What should the reader do?,B,Read carefully,3
15961,8230,161,What is this invoice about?,D,The about the contract renewal,1
15962,8230,162,Who sent this invoice?,A,Company Name,2
15963,8230,163,What should the reader do?,C,Read carefully,3
15964,8230,164,What is this invoice about?,A,The about the contract renewal,4
15965,8231,165,What is this email about?,A,The regarding the product launch,1
15966,8231,166,Who sent this email?,C,Company Name,2
15967,8231,167,What should the reader do?,A,Read carefully,3
15968,8232,168,What is this notice about?,D,The about the team training,1
15969,8232,169,Who sent this notice?,D,Company Name,2
15970,8232,170,What should the reader do?,B,Read carefully,3
15971,8232,171,What is this notice about?,B,The about the team training,4
15972,8233,172,What is this advertisement about?,A,The concerning the security update,1
15973,8233,173,Who sent this advertisement?,C,Company Name,2
15974,8233,174,What should the reader do?,D,Read carefully,3
15975,8234,175,What is this schedule about?,C,The regarding the system upgrade,1
15976,8234,176,Who sent this schedule?,D,Company Name,2
15977,8234,177,What should the reader do?,B,Read carefully,3
15978,8234,178,What is this schedule about?,A,The regarding the system upgrade,4
15979,8235,179,What is this invoice about?,D,The about the policy change,1
15980,8235,180,Who sent this invoice?,C,Company Name,2
15981,8235,181,What should the reader do?,A,Read carefully,3
15982,8236,182,What is this email about?,C,The regarding the office relocation,1
15983,8236,183,Who sent this email?,C,Company Name,2
15984,8236,184,What should the reader do?,D,Read carefully,3
15985,8236,185,What is this email about?,B,The regarding the office relocation,4
15986,8237,186,What is this notice about?,C,The about the holiday schedule,1
15987,8237,187,Who sent this notice?,C,Company Name,2
15988,8237,188,What should the reader do?,C,Read carefully,3
15989,8238,189,What is this advertisement about?,B,The concerning the salary review,1
15990,8238,190,Who sent this advertisement?,C,Company Name,2
15991,8238,191,What should the reader do?,A,Read carefully,3
15992,8238,192,What is this advertisement about?,B,The concerning the salary review,4
15993,8239,193,What is this schedule about?,A,The regarding the new procedure,1
15994,8239,194,Who sent this schedule?,C,Company Name,2
15995,8239,195,What should the reader do?,C,Read carefully,3
15996,8239,196,What is this schedule about?,B,The regarding the new procedure,4
15997,8240,197,What is this invoice about?,D,The about the equipment order,1
15998,8240,198,Who sent this invoice?,A,Company Name,2
15999,8240,199,What should the reader do?,C,Read carefully,3
16000,8240,200,What is this invoice about?,A,The about the equipment order,4
16001,8241,1,,D,Two PR specialists are managing media relations,1
16002,8242,2,,D,Several communications staff are creating internal newsletters with colleagues,1
16003,8243,3,,B,A team is developing crisis communication plans nearby,1
16004,8244,4,,A,A woman is managing brand reputation in the background,1
16005,8245,5,,A,A man is conducting public relations campaigns currently,1
16006,8246,6,,A,Two marketing managers are developing brand awareness,1
16007,8247,13,What should I do about the deadline?,A,Submit by Friday,1
16008,8248,14,How long will the meeting take?,D,45 minutes,1
16009,8249,15,Is the product available?,B,50 in stock,1
16010,8250,16,What's the cost of service?,C,$150 per month,1
16011,8251,17,Can you help with this task?,B,"Yes, immediately",1
16012,8252,18,When should I arrive for the interview?,C,15 minutes early,1
16013,8253,19,Do you have the report ready?,A,On your desk,1
16014,8254,20,How many people will attend?,B,25 participants,1
16015,8255,21,Where should I park my car?,C,Visitor lot,1
16016,8256,22,What's the dress code?,B,Business casual,1
16017,8257,23,Should I bring my laptop?,C,"Yes, for presentation",1
16018,8258,24,How do I access the building?,D,Main entrance with ID,1
16019,8259,25,What time does the store close?,B,9 PM weekdays,1
16020,8260,26,Is there a discount available?,B,10% off members,1
16021,8261,27,Can I reschedule the appointment?,A,"Yes, call to reschedule",1
16022,8262,28,What's included in the package?,C,Full service with support,1
16023,8263,29,How do I contact customer service?,C,Call 1-800-555-1234,1
16024,8264,30,Is the warranty still valid?,B,2 years remaining,1
16025,8265,31,What payment methods do you accept?,D,Credit cards and cash,1
16026,8266,32,Can I get a refund?,C,Within 30 days,1
16027,8267,33,How long is the warranty period?,B,One year from purchase,1
16028,8268,34,Do you offer installation service?,A,Free installation,1
16029,8269,35,Is the product eco-friendly?,B,Made from recycled materials,1
16030,8270,36,Can I track my order?,A,Online tracking available,1
16031,8271,37,What's the delivery time?,D,3-5 business days,1
16032,8272,32,What is the status of team collaboration 1027?,C,On track,1
16033,8272,33,What needs to be done for team collaboration 1027?,B,Finalize the report,2
16034,8272,34,Who is working on team collaboration 1027?,B,The team,3
16035,8273,35,What is the status of budget approval 1028?,C,On track,1
16036,8273,36,What needs to be done for budget approval 1028?,A,Finalize the report,2
16037,8273,37,Who is working on budget approval 1028?,A,The team,3
16038,8274,38,What is the status of product launch 1029?,C,On track,1
16039,8274,39,What needs to be done for product launch 1029?,C,Finalize the report,2
16040,8274,40,Who is working on product launch 1029?,A,The team,3
16041,8275,41,What is the status of project deadline 1030?,A,On track,1
16042,8275,42,What needs to be done for project deadline 1030?,A,Finalize the report,2
16043,8275,43,Who is working on project deadline 1030?,C,The team,3
16044,8276,44,What is the status of client meeting 1031?,C,On track,1
16045,8276,45,What needs to be done for client meeting 1031?,A,Finalize the report,2
16046,8276,46,Who is working on client meeting 1031?,D,The team,3
16047,8277,47,What is the status of team collaboration 1032?,A,On track,1
16048,8277,48,What needs to be done for team collaboration 1032?,D,Finalize the report,2
16049,8277,49,Who is working on team collaboration 1032?,C,The team,3
16050,8278,50,What is the status of budget approval 1033?,C,On track,1
16051,8278,51,What needs to be done for budget approval 1033?,B,Finalize the report,2
16052,8278,52,Who is working on budget approval 1033?,D,The team,3
16053,8279,53,What is the status of product launch 1034?,B,On track,1
16054,8279,54,What needs to be done for product launch 1034?,D,Finalize the report,2
16055,8279,55,Who is working on product launch 1034?,A,The team,3
16056,8280,56,What is the status of project deadline 1035?,C,On track,1
16057,8280,57,What needs to be done for project deadline 1035?,D,Finalize the report,2
16058,8280,58,Who is working on project deadline 1035?,C,The team,3
16059,8281,59,What is the status of client meeting 1036?,C,On track,1
16060,8281,60,What needs to be done for client meeting 1036?,C,Finalize the report,2
16061,8281,61,Who is working on client meeting 1036?,D,The team,3
16062,8282,62,What is the status of team collaboration 1037?,B,On track,1
16063,8282,63,What needs to be done for team collaboration 1037?,C,Finalize the report,2
16064,8282,64,Who is working on team collaboration 1037?,D,The team,3
16065,8283,65,What is the status of budget approval 1038?,A,On track,1
16066,8283,66,What needs to be done for budget approval 1038?,A,Finalize the report,2
16067,8283,67,Who is working on budget approval 1038?,A,The team,3
16068,8284,68,What is the status of product launch 1039?,A,On track,1
16069,8284,69,What needs to be done for product launch 1039?,A,Finalize the report,2
16070,8284,70,Who is working on product launch 1039?,C,The team,3
16071,8285,71,What type of announcement 790?,D,flight departure,1
16072,8285,72,Which gate for flight 790?,D,Gate 11,2
16073,8285,73,What should passengers do 790?,B,Proceed to gate,3
16074,8286,74,What type of announcement 791?,B,weather alert,1
16075,8286,75,Which gate for flight 791?,D,Gate 12,2
16076,8286,76,What should passengers do 791?,B,Proceed to gate,3
16077,8287,77,What type of announcement 792?,C,facility update,1
16078,8287,78,Which gate for flight 792?,D,Gate 13,2
16079,8287,79,What should passengers do 792?,A,Proceed to gate,3
16080,8288,80,What type of announcement 793?,B,service change,1
16081,8288,81,Which gate for flight 793?,B,Gate 14,2
16082,8288,82,What should passengers do 793?,D,Proceed to gate,3
16083,8289,83,What type of announcement 794?,B,safety notice,1
16084,8289,84,Which gate for flight 794?,D,Gate 15,2
16085,8289,85,What should passengers do 794?,C,Proceed to gate,3
16086,8290,86,What type of announcement 795?,C,flight departure,1
16087,8290,87,Which gate for flight 795?,C,Gate 16,2
16088,8290,88,What should passengers do 795?,D,Proceed to gate,3
16089,8291,89,What type of announcement 796?,C,weather alert,1
16090,8291,90,Which gate for flight 796?,C,Gate 17,2
16091,8291,91,What should passengers do 796?,B,Proceed to gate,3
16092,8292,92,What type of announcement 797?,B,facility update,1
16093,8292,93,Which gate for flight 797?,D,Gate 18,2
16094,8292,94,What should passengers do 797?,D,Proceed to gate,3
16095,8293,95,What type of announcement 798?,C,service change,1
16096,8293,96,Which gate for flight 798?,C,Gate 19,2
16097,8293,97,What should passengers do 798?,A,Proceed to gate,3
16098,8294,98,What type of announcement 799?,C,safety notice,1
16099,8294,99,Which gate for flight 799?,D,Gate 20,2
16100,8294,100,What should passengers do 799?,A,Proceed to gate,3
16101,8295,101,The business meeting 2370 requires proper prepositions usage.,B,prepositions,1
16102,8296,102,The project timeline 2371 requires proper verb tenses usage.,A,verb tenses,1
16103,8297,103,The team collaboration 2372 requires proper articles usage.,D,articles,1
16104,8298,104,The budget allocation 2373 requires proper pronouns usage.,C,pronouns,1
16105,8299,105,The resource management 2374 requires proper conjunctions usage.,A,conjunctions,1
16106,8300,106,The business meeting 2375 requires proper prepositions usage.,D,prepositions,1
16107,8301,107,The project timeline 2376 requires proper verb tenses usage.,C,verb tenses,1
16108,8302,108,The team collaboration 2377 requires proper articles usage.,C,articles,1
16109,8303,109,The budget allocation 2378 requires proper pronouns usage.,B,pronouns,1
16110,8304,110,The resource management 2379 requires proper conjunctions usage.,D,conjunctions,1
16111,8305,111,The business meeting 2380 requires proper prepositions usage.,C,prepositions,1
16112,8306,112,The project timeline 2381 requires proper verb tenses usage.,A,verb tenses,1
16113,8307,113,The team collaboration 2382 requires proper articles usage.,B,articles,1
16114,8308,114,The budget allocation 2383 requires proper pronouns usage.,D,pronouns,1
16115,8309,115,The resource management 2384 requires proper conjunctions usage.,A,conjunctions,1
16116,8310,116,The business meeting 2385 requires proper prepositions usage.,A,prepositions,1
16117,8311,117,The project timeline 2386 requires proper verb tenses usage.,C,verb tenses,1
16118,8312,118,The team collaboration 2387 requires proper articles usage.,B,articles,1
16119,8313,119,The budget allocation 2388 requires proper pronouns usage.,C,pronouns,1
16120,8314,120,The resource management 2389 requires proper conjunctions usage.,A,conjunctions,1
16121,8315,121,The business meeting 2390 requires proper prepositions usage.,C,prepositions,1
16122,8316,122,The project timeline 2391 requires proper verb tenses usage.,B,verb tenses,1
16123,8317,123,The team collaboration 2392 requires proper articles usage.,D,articles,1
16124,8318,124,The budget allocation 2393 requires proper pronouns usage.,D,pronouns,1
16125,8319,125,The resource management 2394 requires proper conjunctions usage.,B,conjunctions,1
16126,8320,126,The business meeting 2395 requires proper prepositions usage.,A,prepositions,1
16127,8321,127,The project timeline 2396 requires proper verb tenses usage.,B,verb tenses,1
16128,8322,128,The team collaboration 2397 requires proper articles usage.,D,articles,1
16129,8323,129,The budget allocation 2398 requires proper pronouns usage.,B,pronouns,1
16130,8324,130,The resource management 2399 requires proper conjunctions usage.,A,conjunctions,1
16131,8325,131,Blank 1 in email 316,A,concerns,1
16132,8325,132,Blank 2 in email 316,C,review,2
16133,8325,133,Blank 3 in email 316,C,respond,3
16134,8325,134,Blank 4 in email 316,D,accordingly,4
16135,8326,135,Blank 1 in memo 317,D,concerns,1
16136,8326,136,Blank 2 in memo 317,B,review,2
16137,8326,137,Blank 3 in memo 317,D,respond,3
16138,8326,138,Blank 4 in memo 317,C,accordingly,4
16139,8327,139,Blank 1 in notice 318,D,concerns,1
16140,8327,140,Blank 2 in notice 318,B,review,2
16141,8327,141,Blank 3 in notice 318,D,respond,3
16142,8327,142,Blank 4 in notice 318,A,accordingly,4
16143,8328,143,Blank 1 in training 319,A,concerns,1
16144,8328,144,Blank 2 in training 319,D,review,2
16145,8328,145,Blank 3 in training 319,B,respond,3
16146,8328,146,Blank 4 in training 319,C,accordingly,4
16147,8329,147,What is this email about?,A,The regarding the project deadline,1
16148,8329,148,Who sent this email?,A,Company Name,2
16149,8329,149,What should the reader do?,B,Read carefully,3
16150,8329,150,What is this email about?,A,The regarding the project deadline,4
16151,8330,151,What is this notice about?,D,The about the client meeting,1
16152,8330,152,Who sent this notice?,C,Company Name,2
16153,8330,153,What should the reader do?,D,Read carefully,3
16154,8331,154,What is this advertisement about?,A,The concerning the budget approval,1
16155,8331,155,Who sent this advertisement?,D,Company Name,2
16156,8331,156,What should the reader do?,A,Read carefully,3
16157,8331,157,What is this advertisement about?,B,The concerning the budget approval,4
16158,8332,158,What is this schedule about?,D,The regarding the schedule change,1
16159,8332,159,Who sent this schedule?,B,Company Name,2
16160,8332,160,What should the reader do?,A,Read carefully,3
16161,8333,161,What is this invoice about?,D,The about the contract renewal,1
16162,8333,162,Who sent this invoice?,A,Company Name,2
16163,8333,163,What should the reader do?,B,Read carefully,3
16164,8333,164,What is this invoice about?,C,The about the contract renewal,4
16165,8334,165,What is this email about?,A,The regarding the product launch,1
16166,8334,166,Who sent this email?,B,Company Name,2
16167,8334,167,What should the reader do?,A,Read carefully,3
16168,8335,168,What is this notice about?,A,The about the team training,1
16169,8335,169,Who sent this notice?,A,Company Name,2
16170,8335,170,What should the reader do?,D,Read carefully,3
16171,8335,171,What is this notice about?,A,The about the team training,4
16172,8336,172,What is this advertisement about?,B,The concerning the security update,1
16173,8336,173,Who sent this advertisement?,D,Company Name,2
16174,8336,174,What should the reader do?,A,Read carefully,3
16175,8337,175,What is this schedule about?,D,The regarding the system upgrade,1
16176,8337,176,Who sent this schedule?,A,Company Name,2
16177,8337,177,What should the reader do?,B,Read carefully,3
16178,8337,178,What is this schedule about?,B,The regarding the system upgrade,4
16179,8338,179,What is this invoice about?,A,The about the policy change,1
16180,8338,180,Who sent this invoice?,C,Company Name,2
16181,8338,181,What should the reader do?,A,Read carefully,3
16182,8339,182,What is this email about?,A,The regarding the office relocation,1
16183,8339,183,Who sent this email?,B,Company Name,2
16184,8339,184,What should the reader do?,D,Read carefully,3
16185,8339,185,What is this email about?,C,The regarding the office relocation,4
16186,8340,186,What is this notice about?,C,The about the holiday schedule,1
16187,8340,187,Who sent this notice?,A,Company Name,2
16188,8340,188,What should the reader do?,D,Read carefully,3
16189,8341,189,What is this advertisement about?,A,The concerning the salary review,1
16190,8341,190,Who sent this advertisement?,B,Company Name,2
16191,8341,191,What should the reader do?,A,Read carefully,3
16192,8341,192,What is this advertisement about?,B,The concerning the salary review,4
16193,8342,193,What is this schedule about?,C,The regarding the new procedure,1
16194,8342,194,Who sent this schedule?,B,Company Name,2
16195,8342,195,What should the reader do?,B,Read carefully,3
16196,8342,196,What is this schedule about?,A,The regarding the new procedure,4
16197,8343,197,What is this invoice about?,D,The about the equipment order,1
16198,8343,198,Who sent this invoice?,B,Company Name,2
16199,8343,199,What should the reader do?,D,Read carefully,3
16200,8343,200,What is this invoice about?,A,The about the equipment order,4
16201,8344,1,,D,Several brand managers are maintaining brand consistency with colleagues,1
16202,8345,2,,A,A team is creating marketing collateral nearby,1
16203,8346,3,,D,A woman is managing product positioning in the background,1
16204,8347,4,,A,A man is developing pricing strategies currently,1
16205,8348,5,,D,Two pricing analysts are analyzing market pricing,1
16206,8349,6,,A,Several product managers are defining product features with colleagues,1
16207,8350,13,What should I do about the deadline?,D,Submit by Friday,1
16208,8351,14,How long will the meeting take?,B,45 minutes,1
16209,8352,15,Is the product available?,A,50 in stock,1
16210,8353,16,What's the cost of service?,B,$150 per month,1
16211,8354,17,Can you help with this task?,B,"Yes, immediately",1
16212,8355,18,When should I arrive for the interview?,A,15 minutes early,1
16213,8356,19,Do you have the report ready?,A,On your desk,1
16214,8357,20,How many people will attend?,C,25 participants,1
16215,8358,21,Where should I park my car?,D,Visitor lot,1
16216,8359,22,What's the dress code?,D,Business casual,1
16217,8360,23,Should I bring my laptop?,D,"Yes, for presentation",1
16218,8361,24,How do I access the building?,A,Main entrance with ID,1
16219,8362,25,What time does the store close?,B,9 PM weekdays,1
16220,8363,26,Is there a discount available?,B,10% off members,1
16221,8364,27,Can I reschedule the appointment?,A,"Yes, call to reschedule",1
16222,8365,28,What's included in the package?,B,Full service with support,1
16223,8366,29,How do I contact customer service?,B,Call 1-800-555-1234,1
16224,8367,30,Is the warranty still valid?,C,2 years remaining,1
16225,8368,31,What payment methods do you accept?,D,Credit cards and cash,1
16226,8369,32,Can I get a refund?,D,Within 30 days,1
16227,8370,33,How long is the warranty period?,C,One year from purchase,1
16228,8371,34,Do you offer installation service?,A,Free installation,1
16229,8372,35,Is the product eco-friendly?,A,Made from recycled materials,1
16230,8373,36,Can I track my order?,A,Online tracking available,1
16231,8374,37,What's the delivery time?,C,3-5 business days,1
16232,8375,32,What is the status of project deadline 1040?,C,On track,1
16233,8375,33,What needs to be done for project deadline 1040?,D,Finalize the report,2
16234,8375,34,Who is working on project deadline 1040?,A,The team,3
16235,8376,35,What is the status of client meeting 1041?,A,On track,1
16236,8376,36,What needs to be done for client meeting 1041?,A,Finalize the report,2
16237,8376,37,Who is working on client meeting 1041?,C,The team,3
16238,8377,38,What is the status of team collaboration 1042?,A,On track,1
16239,8377,39,What needs to be done for team collaboration 1042?,A,Finalize the report,2
16240,8377,40,Who is working on team collaboration 1042?,A,The team,3
16241,8378,41,What is the status of budget approval 1043?,A,On track,1
16242,8378,42,What needs to be done for budget approval 1043?,D,Finalize the report,2
16243,8378,43,Who is working on budget approval 1043?,B,The team,3
16244,8379,44,What is the status of product launch 1044?,C,On track,1
16245,8379,45,What needs to be done for product launch 1044?,A,Finalize the report,2
16246,8379,46,Who is working on product launch 1044?,B,The team,3
16247,8380,47,What is the status of project deadline 1045?,C,On track,1
16248,8380,48,What needs to be done for project deadline 1045?,D,Finalize the report,2
16249,8380,49,Who is working on project deadline 1045?,B,The team,3
16250,8381,50,What is the status of client meeting 1046?,B,On track,1
16251,8381,51,What needs to be done for client meeting 1046?,A,Finalize the report,2
16252,8381,52,Who is working on client meeting 1046?,B,The team,3
16253,8382,53,What is the status of team collaboration 1047?,C,On track,1
16254,8382,54,What needs to be done for team collaboration 1047?,B,Finalize the report,2
16255,8382,55,Who is working on team collaboration 1047?,C,The team,3
16256,8383,56,What is the status of budget approval 1048?,D,On track,1
16257,8383,57,What needs to be done for budget approval 1048?,A,Finalize the report,2
16258,8383,58,Who is working on budget approval 1048?,B,The team,3
16259,8384,59,What is the status of product launch 1049?,A,On track,1
16260,8384,60,What needs to be done for product launch 1049?,C,Finalize the report,2
16261,8384,61,Who is working on product launch 1049?,D,The team,3
16262,8385,62,What is the status of project deadline 1050?,B,On track,1
16263,8385,63,What needs to be done for project deadline 1050?,D,Finalize the report,2
16264,8385,64,Who is working on project deadline 1050?,B,The team,3
16265,8386,65,What is the status of client meeting 1051?,D,On track,1
16266,8386,66,What needs to be done for client meeting 1051?,B,Finalize the report,2
16267,8386,67,Who is working on client meeting 1051?,A,The team,3
16268,8387,68,What is the status of team collaboration 1052?,D,On track,1
16269,8387,69,What needs to be done for team collaboration 1052?,A,Finalize the report,2
16270,8387,70,Who is working on team collaboration 1052?,D,The team,3
16271,8388,71,What type of announcement 800?,C,flight departure,1
16272,8388,72,Which gate for flight 800?,C,Gate 1,2
16273,8388,73,What should passengers do 800?,C,Proceed to gate,3
16274,8389,74,What type of announcement 801?,C,weather alert,1
16275,8389,75,Which gate for flight 801?,C,Gate 2,2
16276,8389,76,What should passengers do 801?,C,Proceed to gate,3
16277,8390,77,What type of announcement 802?,B,facility update,1
16278,8390,78,Which gate for flight 802?,A,Gate 3,2
16279,8390,79,What should passengers do 802?,D,Proceed to gate,3
16280,8391,80,What type of announcement 803?,C,service change,1
16281,8391,81,Which gate for flight 803?,D,Gate 4,2
16282,8391,82,What should passengers do 803?,D,Proceed to gate,3
16283,8392,83,What type of announcement 804?,B,safety notice,1
16284,8392,84,Which gate for flight 804?,B,Gate 5,2
16285,8392,85,What should passengers do 804?,A,Proceed to gate,3
16286,8393,86,What type of announcement 805?,B,flight departure,1
16287,8393,87,Which gate for flight 805?,B,Gate 6,2
16288,8393,88,What should passengers do 805?,A,Proceed to gate,3
16289,8394,89,What type of announcement 806?,A,weather alert,1
16290,8394,90,Which gate for flight 806?,A,Gate 7,2
16291,8394,91,What should passengers do 806?,A,Proceed to gate,3
16292,8395,92,What type of announcement 807?,A,facility update,1
16293,8395,93,Which gate for flight 807?,A,Gate 8,2
16294,8395,94,What should passengers do 807?,D,Proceed to gate,3
16295,8396,95,What type of announcement 808?,A,service change,1
16296,8396,96,Which gate for flight 808?,A,Gate 9,2
16297,8396,97,What should passengers do 808?,D,Proceed to gate,3
16298,8397,98,What type of announcement 809?,B,safety notice,1
16299,8397,99,Which gate for flight 809?,D,Gate 10,2
16300,8397,100,What should passengers do 809?,C,Proceed to gate,3
16301,8398,101,The business meeting 2400 requires proper prepositions usage.,B,prepositions,1
16302,8399,102,The project timeline 2401 requires proper verb tenses usage.,D,verb tenses,1
16303,8400,103,The team collaboration 2402 requires proper articles usage.,A,articles,1
16304,8401,104,The budget allocation 2403 requires proper pronouns usage.,C,pronouns,1
16305,8402,105,The resource management 2404 requires proper conjunctions usage.,B,conjunctions,1
16546,8534,146,Blank 4 in training 327,A,accordingly,4
16306,8403,106,The business meeting 2405 requires proper prepositions usage.,A,prepositions,1
16307,8404,107,The project timeline 2406 requires proper verb tenses usage.,A,verb tenses,1
16308,8405,108,The team collaboration 2407 requires proper articles usage.,B,articles,1
16309,8406,109,The budget allocation 2408 requires proper pronouns usage.,C,pronouns,1
16310,8407,110,The resource management 2409 requires proper conjunctions usage.,C,conjunctions,1
16311,8408,111,The business meeting 2410 requires proper prepositions usage.,A,prepositions,1
16312,8409,112,The project timeline 2411 requires proper verb tenses usage.,C,verb tenses,1
16313,8410,113,The team collaboration 2412 requires proper articles usage.,B,articles,1
16314,8411,114,The budget allocation 2413 requires proper pronouns usage.,D,pronouns,1
16315,8412,115,The resource management 2414 requires proper conjunctions usage.,D,conjunctions,1
16316,8413,116,The business meeting 2415 requires proper prepositions usage.,C,prepositions,1
16317,8414,117,The project timeline 2416 requires proper verb tenses usage.,B,verb tenses,1
16318,8415,118,The team collaboration 2417 requires proper articles usage.,C,articles,1
16319,8416,119,The budget allocation 2418 requires proper pronouns usage.,A,pronouns,1
16320,8417,120,The resource management 2419 requires proper conjunctions usage.,A,conjunctions,1
16321,8418,121,The business meeting 2420 requires proper prepositions usage.,D,prepositions,1
16322,8419,122,The project timeline 2421 requires proper verb tenses usage.,D,verb tenses,1
16323,8420,123,The team collaboration 2422 requires proper articles usage.,B,articles,1
16324,8421,124,The budget allocation 2423 requires proper pronouns usage.,A,pronouns,1
16325,8422,125,The resource management 2424 requires proper conjunctions usage.,C,conjunctions,1
16326,8423,126,The business meeting 2425 requires proper prepositions usage.,A,prepositions,1
16327,8424,127,The project timeline 2426 requires proper verb tenses usage.,C,verb tenses,1
16328,8425,128,The team collaboration 2427 requires proper articles usage.,A,articles,1
16329,8426,129,The budget allocation 2428 requires proper pronouns usage.,C,pronouns,1
16330,8427,130,The resource management 2429 requires proper conjunctions usage.,C,conjunctions,1
16331,8428,131,Blank 1 in email 320,B,concerns,1
16332,8428,132,Blank 2 in email 320,A,review,2
16333,8428,133,Blank 3 in email 320,B,respond,3
16334,8428,134,Blank 4 in email 320,C,accordingly,4
16335,8429,135,Blank 1 in memo 321,D,concerns,1
16336,8429,136,Blank 2 in memo 321,B,review,2
16337,8429,137,Blank 3 in memo 321,B,respond,3
16338,8429,138,Blank 4 in memo 321,C,accordingly,4
16339,8430,139,Blank 1 in notice 322,B,concerns,1
16340,8430,140,Blank 2 in notice 322,A,review,2
16341,8430,141,Blank 3 in notice 322,C,respond,3
16342,8430,142,Blank 4 in notice 322,C,accordingly,4
16343,8431,143,Blank 1 in training 323,D,concerns,1
16344,8431,144,Blank 2 in training 323,B,review,2
16345,8431,145,Blank 3 in training 323,B,respond,3
16346,8431,146,Blank 4 in training 323,B,accordingly,4
16347,8432,147,What is this email about?,C,The regarding the project deadline,1
16348,8432,148,Who sent this email?,B,Company Name,2
16349,8432,149,What should the reader do?,D,Read carefully,3
16350,8432,150,What is this email about?,C,The regarding the project deadline,4
16351,8433,151,What is this notice about?,A,The about the client meeting,1
16352,8433,152,Who sent this notice?,C,Company Name,2
16353,8433,153,What should the reader do?,C,Read carefully,3
16354,8434,154,What is this advertisement about?,A,The concerning the budget approval,1
16355,8434,155,Who sent this advertisement?,B,Company Name,2
16356,8434,156,What should the reader do?,B,Read carefully,3
16357,8434,157,What is this advertisement about?,D,The concerning the budget approval,4
16358,8435,158,What is this schedule about?,C,The regarding the schedule change,1
16359,8435,159,Who sent this schedule?,B,Company Name,2
16360,8435,160,What should the reader do?,C,Read carefully,3
16361,8436,161,What is this invoice about?,A,The about the contract renewal,1
16362,8436,162,Who sent this invoice?,D,Company Name,2
16363,8436,163,What should the reader do?,A,Read carefully,3
16364,8436,164,What is this invoice about?,D,The about the contract renewal,4
16365,8437,165,What is this email about?,C,The regarding the product launch,1
16366,8437,166,Who sent this email?,B,Company Name,2
16367,8437,167,What should the reader do?,B,Read carefully,3
16368,8438,168,What is this notice about?,B,The about the team training,1
16369,8438,169,Who sent this notice?,B,Company Name,2
16370,8438,170,What should the reader do?,B,Read carefully,3
16371,8438,171,What is this notice about?,B,The about the team training,4
16372,8439,172,What is this advertisement about?,C,The concerning the security update,1
16373,8439,173,Who sent this advertisement?,D,Company Name,2
16374,8439,174,What should the reader do?,D,Read carefully,3
16375,8440,175,What is this schedule about?,D,The regarding the system upgrade,1
16376,8440,176,Who sent this schedule?,A,Company Name,2
16377,8440,177,What should the reader do?,C,Read carefully,3
16378,8440,178,What is this schedule about?,D,The regarding the system upgrade,4
16379,8441,179,What is this invoice about?,B,The about the policy change,1
16380,8441,180,Who sent this invoice?,D,Company Name,2
16381,8441,181,What should the reader do?,A,Read carefully,3
16382,8442,182,What is this email about?,A,The regarding the office relocation,1
16383,8442,183,Who sent this email?,A,Company Name,2
16384,8442,184,What should the reader do?,C,Read carefully,3
16385,8442,185,What is this email about?,A,The regarding the office relocation,4
16386,8443,186,What is this notice about?,A,The about the holiday schedule,1
16387,8443,187,Who sent this notice?,A,Company Name,2
16388,8443,188,What should the reader do?,D,Read carefully,3
16389,8444,189,What is this advertisement about?,A,The concerning the salary review,1
16390,8444,190,Who sent this advertisement?,D,Company Name,2
16391,8444,191,What should the reader do?,A,Read carefully,3
